#TSV
#============Begin of sheet============
@Sheet=LevelInfo
LevelID	BGType	MapID	LevelMode	LevelName	UIShowLevelTarget	ShowMonsterName	ShowMonsterID	UIDropList	DailyFirstUIDropList	UIWarningDropList	UIEntrustNpc	LevelDesc	Difficulty	LevelLv	MonsterLv	IsStarHunt	关联活动ID	解锁类型	基本解锁条件类别	基本解锁条件参数	额外解锁条件1类别	额外解锁条件1参数1	额外解锁条件1参数2	额外解锁条件2类别	额外解锁条件2参数1	额外解锁条件2参数2	需求等级类别	需求等级参数	消耗狩猎券	支付契约金	额外需求条件类别	需求条件参数1	需求条件参数2	允许匹配的武器等级	允许匹配的防具等级总和	HunterBox	MonsterOverView	FinishCountDown	InitScore	BossID	WeatherID	QuestMode	逻辑关卡组ID	逻辑关卡组Name	monsterlevel_rule	BOSS_match	BOSS_攻击系数	BOSS_属性攻击系数	BOSS_HP系数	BOSS_等级浮动	小怪_match	小怪_攻击系数	小怪_属性攻击系数	小怪_HP系数	小怪_等级浮动	BossPBMul	BossLBMul	BossFDMul	BOSS多人因子开关	小怪多人因子开关	BossPoisonMul	BossParalysisMul	BossSleepMul	BossDynamiteMul	BossStunMul	BossPoisonOpen	BossParalysisOpen	BossSleepOpen	BossDynamiteisOpen	BossStunOpen	OffcerLv	OffcierHR	WarningGroupID	EnableLemonSystem	DisableCatFood	EnableSoulStone	BigRandLvMin	BigRandLvMax	BigRandWeaponLvMin	BigRandWeaponLvMax	BigRandArmorLvMin	BigRandArmorLvMax	WeaponLimit	狩猎包开关	解锁等级	需求玩家等级
120206	1	1202	1	高难度！吞渊龙	讨伐吞渊龙	吞渊龙	60180	21116;21119;21454;19998;1587				体型庞大的古龙种，能撼动大地的力量不容小觑。	3	175	175			1			多关卡完成解锁	404009;420010;414025;217032;207040;451106					需求人物等级	120	1					150	725			60		60180	1001	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	150	50					150	205	150	205	750	1025		10942		
120207	1	1202	1	突破！吞渊龙	讨伐吞渊龙	吞渊龙	60180	21117;21120;21454;19998;1587				体型庞大的古龙种，能撼动大地的力量不容小觑。	3	200	200			1									需求人物等级	150	1					180	900			60		60180	1001	1			0	1	0.82	1	1.5	0	1	1	2	1	0	1.5	1.5	1.5	1	0	0	0	0	0	0	1	1	1	1	1	150	50					180	235	180	235	780	1150		11762		
120208	1	1202	60	黄速龙王	狩猎黄速龙王	黄速龙王	60060	21114;21087;21454;19998;1587;20009				无序沙海兽皮小艇专用关卡	1	80	80			1	需求人物等级	50							需求人物等级	1										60		60060	1001	60			0	1	1	1	1	0	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	150	50					125	145	125	145	575	725				
120209	1	1202	60	沙狸兽	狩猎沙狸兽	沙狸兽	60011	21114;21087;21454;19998;1587;20009				无序沙海兽皮小艇专用关卡	1	80	80			1	需求人物等级	50							需求人物等级	1										60		60011	1001	60			0	1	1	1	1	0	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	150	50					125	145	125	145	575	725				
120210	1	1202	60	沙雷鸟	狩猎沙雷鸟	沙雷鸟	60090	21114;21087;21454;19998;1587;20009				无序沙海兽皮小艇专用关卡	1	80	80			1	需求人物等级	50							需求人物等级	1										60		60090	1001	60			0	1	1	1	1	0	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	150	50					125	145	125	145	575	725				
120211	1	1202	60	沙龙王	狩猎沙龙王	沙龙王	60110	21114;21087;21454;19998;1587;20009				无序沙海兽皮小艇专用关卡	1	80	80			1	需求人物等级	50							需求人物等级	1										60		60110	1001	60			0	1	1	1	1	0	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	150	50					125	145	125	145	575	725				
120212	1	1202	60	砂岩龙	狩猎砂岩龙	砂岩龙	60231	21114;21087;21454;19998;1587;20009				无序沙海兽皮小艇专用关卡	1	80	80			1	需求人物等级	50							需求人物等级	1										60		60231	1001	60			0	1	1	1	1	0	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	150	50					125	145	125	145	575	725				
120213	1	1202	60	祸星龙	狩猎祸星龙	祸星龙	60131	21115;21118;21454;19998;1587;20009				无序沙海硬甲渔舟专用关卡	2	130	130			1	需求人物等级	70							需求人物等级	1										60		60131	1001	60			0	1	1	1	1	0	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	150	50					60	80	60	80	250	400				
120214	1	1202	60	尾晶蝎	狩猎尾晶蝎	尾晶蝎	60260	21115;21118;21454;19998;1587;20009				无序沙海硬甲渔舟专用关卡	2	130	130			1	需求人物等级	70							需求人物等级	1										60		60260	1001	60			0	1	1	1	1	0	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	150	50					60	80	60	80	250	400				
120215	1	1202	60	一角龙	狩猎一角龙	一角龙	60200	21115;21118;21454;19998;1587;20009				无序沙海硬甲渔舟专用关卡	2	130	130			1	需求人物等级	70							需求人物等级	1										60		60200	1001	60			0	1	1	1	1	0	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	150	50					60	80	60	80	250	400				
120216	1	1202	60	断刃一角龙	狩猎断刃一角龙	断刃一角龙	60202	21115;21118;21454;19998;1587;20009				无序沙海硬甲渔舟专用关卡	2	130	130			1	需求人物等级	70							需求人物等级	1										60		60202	1001	60			0	1	1	1	1	0	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	150	50					60	80	60	80	250	400				
120217	1	1202	60	轰龙	狩猎轰龙	轰龙	60280	21115;21118;21454;19998;1587;20009				无序沙海硬甲渔舟专用关卡	2	130	130			1	需求人物等级	70							需求人物等级	1										60		60280	1001	60			0	1	1	1	1	0	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	150	50					60	80	60	80	250	400				
120218	1	1202	60	角龙	狩猎角龙	角龙	60300	21116;21119;21454;19998;1587;20009				无序沙海龙骨帆船专用关卡	3	180	180			1	需求人物等级	120							需求人物等级	1										60		60300	1001	60			0	1	1	1	1	0	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	150	50					150	205	150	205	750	1025				
120219	1	1202	60	白一角龙	狩猎白一角龙	白一角龙	60201	21116;21119;21454;19998;1587;20009				无序沙海龙骨帆船专用关卡	3	180	180			1	需求人物等级	120							需求人物等级	1										60		60201	1001	60			0	1	1	1	2	0	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	150	50					150	205	150	205	750	1025				
120220	1	1202	60	吞龙	狩猎吞龙	吞龙	60270	21116;21119;21454;19998;1587;20009				无序沙海龙骨帆船专用关卡	3	180	180			1	需求人物等级	120							需求人物等级	1										60		60270	1001	60			0	1	1	1	2	0	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	150	50					150	205	150	205	750	1025				
120221	1	1202	60	黑角龙	狩猎黑角龙	黑角龙	60301	21116;21119;21454;19998;1587;20009				无序沙海龙骨帆船专用关卡	3	180	180			1	需求人物等级	120							需求人物等级	1										60		60301	1001	60			0	1	1	1	1	0	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	150	50					150	205	150	205	750	1025				
120222	1	1202	60	劫龙	狩猎劫龙	劫龙	60470	21116;21119;21454;19998;1587;20009				无序沙海龙骨帆船专用关卡	3	180	180			1	需求人物等级	120							需求人物等级	1										60		60470	1001	60			0	1	1	1	1	0	1	1	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	150	50					150	205	150	205	750	1025				
120223	1	1202	60	龙舟	讨伐吞渊龙	吞渊龙	60180	21117;21120;21454;19998;1587;20009				无序沙海龙舟专用关卡	3	200	200			1	需求人物等级	150							需求人物等级	1										60		60180	1001	60			0	1	2	1	18	0	1	1.5	2	2	0	3	3	3	0	0	0	0	0	0	0	1	1	1	1	1	150	50					180	235	180	235	780	1150				
120301	1	1203	45	炎天下之主	讨伐燎渊龙	燎渊龙	60181	21463;21451;1587				体型庞大的古龙种，能撼动大地的力量不容小觑。	3	120	120			1			关卡完成解锁	614018					需求人物等级	80						80	375			60		60181	1001	45			0	1	0.8	1	1	0	1	1	2	0.5	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1							115	220	100	220	500	1100				
120302	1	1203	45	纵然秽土燃尽时	讨伐燎渊龙	燎渊龙	60181	21463;21451;1587;24949				体型庞大的古龙种，能撼动大地的力量不容小觑。	3	120	120			1	需求人物等级	115	关卡完成解锁	614018					需求人物等级	115						115	550			60		60181	1001	45			0	1	1	1	1.25	0	1	2	2	0.5	0	1	2	1	0	0	0	0	0	0	0	1	1	1	1	1																
120303	1	1203	15	极限！炎渊龙	讨伐炎渊龙	炎渊龙	60181					体型庞大的古龙种，能撼动大地的力量不容小觑。	3	40	40												需求人物等级	9999										60		60180	1001	15			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	50	0					50	70	50	70	200	350				
101001	1	1010	1	挑战！祸星龙	讨伐祸星龙	祸星龙	60131	21114;21087;21454;19998;1587		1587		神秘和凶险，用来形容祸星龙再合适不过。	1	105	105			1	需求人物等级	105							需求人物等级	105	1					95	450			60		60131	1002	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	115	50	4010				115	135	115	135	525	675		10943		
101002	1	1010	1	挑战！祸星龙	讨伐祸星龙	祸星龙	60131	21115;21118;19995;19998;21454;21451		1587		神秘和凶险，用来形容祸星龙再合适不过。	2	50	65			1	需求人物等级	50							需求人物等级	50	1					50	225			60		60131	1002	1	10100	任意！祸星龙	0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	60	30	4010				60	80	60	80	250	400				
101003	1	1010	15	极限！祸星龙	讨伐祸星龙	祸星龙	60131					神秘和凶险，用来形容祸星龙再合适不过。	3	40	40												需求人物等级	9999										60		60131	1002	15			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	50	0					50	70	50	70	200	350				
101004	1	1010	26	精英！祸星龙	讨伐祸星龙	祸星龙	60131	19995;21454;21451;19998;1587		1587		神秘和凶险，用来形容祸星龙再合适不过。	2	50	65			1	需求人物等级	50							需求人物等级	50	2					50	225			60		60131	1002	26			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	60	30	4010				60	80	60	80	250	400				
101011	1	1010	1	挑战！尾晶蝎	讨伐尾晶蝎	尾晶蝎	60260	21114;21087;21454;19998;1587		1587		炫目的甲壳种，身上的珍贵晶体是大量猎人的目标。	1	95	95			1	需求人物等级	95							需求人物等级	95	1					85	400			60		60260	1002	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	105	50	4010				105	125	105	125	475	625		10944		
101012	1	1010	1	挑战！尾晶蝎	讨伐尾晶蝎	尾晶蝎	60260	21115;21118;19995;19998;21454;21451		1587		炫目的甲壳种，身上的珍贵晶体是大量猎人的目标。	2	40	55			1	需求人物等级	40							需求人物等级	40	1					40	175			60		60260	1002	1	10101	任意！尾晶蝎	0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	50	0	4010				50	70	50	70	200	350				
101013	1	1010	15	极限！尾晶蝎	讨伐尾晶蝎	尾晶蝎	60260					炫目的甲壳种，身上的珍贵晶体是大量猎人的目标。	3	40	40												需求人物等级	9999										60		60260	1002	15			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	50	0					50	70	50	70	200	350				
101014	1	1010	26	精英！尾晶蝎	讨伐尾晶蝎	尾晶蝎	60260	19995;21454;21451;19998;1587		1587		炫目的甲壳种，身上的珍贵晶体是大量猎人的目标。	2	40	55			1	需求人物等级	40							需求人物等级	40	2					40	175			60		60260	1002	26			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	50	0	4010				50	70	50	70	200	350				
101021	1	1010	1	挑战！一角龙	狩猎一角龙	一角龙	60200	21114;21087;21454;19998;1587		1587		角冠巨大，在愤怒时会变为红色，攻击迅捷的飞龙。	1	95	95	1		1	需求人物等级	95							需求人物等级	95	1					85	400			60		60200	1003	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	105	50	4010				105	125	105	125	475	625		10945		
101022	1	1010	1	挑战！一角龙	狩猎一角龙	一角龙	60200	21115;21118;19995;19998;21454;21451		1587		角冠巨大，在愤怒时会变为红色，攻击迅捷的飞龙。	2	50	65			1	需求人物等级	50							需求人物等级	50	1					50	225			60		60200	1003	1	101021	任意！一角龙	0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	60	30	4010				60	80	60	80	250	400				
101023	1	1010	15	真红战曲	狩猎极限态一角龙	极限态一角龙	60203	21482;21451;21454;1594			王立骑士中的佼佼者	有实力的家伙，来加入我的战队吧！与沙漠中的异端真红共谱战曲。我的小队还需要一名冰属性斩击武器爱好者，符合的话请尽快加入，这可是扬名天下的好机会哦！	3	120	120												需求人物等级	120						120	550			60		60203	1003	15			0	1	1	1	2	0	1	1	2	0.5	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	130	50					130	150	130	150	600	750				
101024	1	1010	34	精英！一角龙	狩猎一角龙	一角龙	60200	19995;21454;21451;19998;1587		1587		角冠巨大，在愤怒时会变为红色，攻击迅捷的飞龙。	2	50	65			1	需求人物等级	50							需求人物等级	50	2									60		60200	1003	26			0	1	0.9	0.9	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	60	30	4010				60	80	60	80	250	400				
101025	1	1010	34	精英！断刃一角龙	狩猎断刃一角龙	断刃一角龙	60202	19995;21454;21451;19998;1587		1587		角冠巨大，在愤怒时会变为红色，攻击迅捷的飞龙。	2	50	65			1	需求人物等级	50							需求人物等级	50	2									60		60202	1003	26			0	1	0.9	0.9	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	60	30	4010				60	80	60	80	250	400				
101027	1	1010	1	挑战！断刃一角龙	狩猎断刃一角龙	断刃一角龙	60202	21114;21087;21454;19998;1587		1587		角冠巨大，在愤怒时会变为红色，攻击迅捷的飞龙。	1	95	95			1	需求人物等级	95							需求人物等级	95	1					85	400			60		60202	1003	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	105	50	4010				105	125	105	125	475	625		10946		
101028	1	1010	1	挑战！断刃一角龙	狩猎断刃一角龙	断刃一角龙	60202	21115;21118;19995;19998;21454;21451		1587		角冠巨大，在愤怒时会变为红色，攻击迅捷的飞龙。	2	50	65			1	需求人物等级	50							需求人物等级	50	1					50	225			60		60202	1003	1	101027	任意！断刃一角龙	0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	60	30	4010				60	80	60	80	250	400				
101034	1	1010	26	精英！轰龙	狩猎轰龙	轰龙	60280	19995;21454;21451;19998;1587		1587		性情凶暴的飞龙。不擅飞行，凭借超快的爬行速度和强有力的下颚，少有猎物能逃脱猎杀。	2	50	65			1	需求人物等级	50							需求人物等级	50	2					50	225			60		60280	1002	26			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	60	30	4010				60	80	60	80	250	400				
101041	1	1010	1	挑战！角龙	狩猎角龙	角龙	60300	21114;21087;21454;19998;1587		1587		拥有一对巨角，脾气暴躁，领地意识极强，被誉为“砂原暴君”的植食性飞龙。	1	100	100	1		1	需求人物等级	100							需求人物等级	100	1					90	425			60		60300	1003	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	110	50	4210				110	130	110	130	500	650		10947		
101042	1	1010	1	挑战！角龙	狩猎角龙	角龙	60300	21115;21118;19995;19998;21454;21451		1587		拥有一对巨角，脾气暴躁，领地意识极强，被誉为“砂原暴君”的植食性飞龙。	2	60	75			1	需求人物等级	60							需求人物等级	60	1					60	275			60		60300	1003	1	101041	任意！角龙	0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	70	35	4210				70	90	70	90	300	450				
101044	1	1010	26	高难度！角龙	狩猎角龙	角龙	60300	19995;21454;21451;19998;1587		1587		拥有一对巨角，脾气暴躁，领地意识极强，被誉为“砂原暴君”的植食性飞龙。	2	60	75			1	需求人物等级	60							需求人物等级	60	2					60	275			60		60300	1003	26			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	70	35	4210				70	90	70	90	300	450				
101045	1	1010	26	沙漠的统治者	狩猎所有大型目标	盾蟹;沙龙王;角龙	60100;60110;60300	21114;21087;21454;19998;1587			王立猎团事务官	沙漠中有着许许多多的怪物，其中有一些佼佼者尤为强大，展现你的实力，击败他们吧！	1	100	100			1	需求人物等级	100							需求人物等级	100	1					90	425			60		60100;60110;60300	1003	26			0	1	1	1	0.5	0	1	1	2	1	0	0.7	1	1	1	0	0	0	0	0	0	1	1	1	1	1	110	50					110	130	110	130	500	650		10948		
101046	1	1010	1	挑战！白一角龙	狩猎白一角龙	白一角龙	60201	21114;21087;21454;19998;1587		1587		一角龙的亚种，白色的甲壳和角是其最醒目的特征，拥有超强的耐力，一旦被它盯上必将陷入长期的苦战。	1	105	105			1	需求人物等级	105							需求人物等级	105	1					95	450			60		60201	1003	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	115	50	4010				115	135	115	135	525	675		10949		
101047	1	1010	1	挑战！白一角龙	狩猎白一角龙	白一角龙	60201	21115;21118;21463;19998;21454;21451		1587		一角龙的亚种，白色的甲壳和角是其最醒目的特征，拥有超强的耐力，一旦被它盯上必将陷入长期的苦战。	2	70	85			1	需求人物等级	70							需求人物等级	70	1					70	325			60		60201	1003	1	101046	任意！一角龙	0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	80	40	4010				80	100	80	100	350	500				
101048	1	1010	26	横冲直撞	狩猎所有大型目标	祸星龙;轰龙;角龙	60131;60280;60300	21114;21087;21454;19998;1587			食草龙商队队长	现在的沙漠太危险了，到处都是横冲直撞的怪物，这样下去食草龙根本不能穿越沙漠，请把它们驱逐了吧！	1	105	105			1	需求人物等级	105							需求人物等级	105	1					95	450			60		60131;60280;60300	1003	26			0	1	1	1	0.5	0	1	1	2	1	0	0.7	1	1	1	0	0	0	0	0	0	1	1	1	1	1	115	50					115	135	115	135	525	675		10950		
101049	1	1010	41	S·横冲直撞	狩猎所有大型目标	祸星龙;轰龙;角龙	60131;60280;60300	21463;21454;21451;19998;1587			食草龙商队队长	现在的沙漠太危险了，到处都是横冲直撞的怪物，这样下去食草龙根本不能穿越沙漠，请把它们驱逐了吧！	3	70	85			1			多关卡评价解锁	101048	2				需求人物等级	70	2									60		60131;60280;60300	1003	41			0	1	1	1	0.63	0	1	1	2	1	0	0.88	1.15	1.15	1	0	0	0	0	0	0	1	1	1	1	1	80	40					80	100	80	100	350	500				
101050	1	1010	4	黑白之间的伪装	狩猎所有大型目标	白一角龙;尾晶蝎;砂岩龙	60201;60260;60231	21463;21454;21451;19998;1587			食草龙商队队长	穿梭在沙漠之中的白昼与黑夜，形成了飘渺的沙之海市蜃楼，迷惑了无数的猎人迷失了方向，有谁可以辨识其中的真伪？	2	80	100			1	需求人物等级	80							需求人物等级	80	2					80	375			60		60201;60260;60231	1002	4			0	1	1	1	0.72	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	90	45					90	110	90	110	400	550				
101026	1	1010	41	S·黑白之间的伪装	狩猎所有大型目标	白一角龙;尾晶蝎;砂岩龙	60201;60260;60231	21463;21454;21451;19998;1587			食草龙商队队长	穿梭在沙漠之中的白昼与黑夜，形成了飘渺的沙之海市蜃楼，迷惑了无数的猎人迷失了方向，有谁可以辨识其中的真伪？	3	80	100			1			多关卡评价解锁	101050	2				需求人物等级	80	2									60		60201;60260;60231	1002	41			0	1	1	1	0.63	0	1	1	2	1	0	0.88	1.15	1.15	1	0	0	0	0	0	0	1	1	1	1	1	90	45					90	110	90	110	400	550				
301001	1	1010	30	营救食草龙商队	营救食草龙商队	其他	69999	21454;19998				有一只食草龙商队被困在了升月之地的深处，请立刻前往将它们拯救出来！	2	90	110												需求人物等级	90										20		69999	1003	30			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	100	50					100	120	100	120	450	600				
101101	1	1011	1	挑战！雌火龙	狩猎雌火龙	雌火龙	60210	21114;21087;21454;19998;1587		1587		翠绿鳞片包覆的飞龙，敬畏者称其为女王。	1	95	95	1		1	需求人物等级	95							需求人物等级	95	1					85	400			60		60210	1101	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	105	50	4011				105	125	105	125	475	625		10951		
101102	1	1011	1	挑战！雌火龙	狩猎雌火龙	雌火龙	60210	21115;21118;19995;19998;21454;21451		1587		翠绿鳞片包覆的飞龙，敬畏者称其为女王。	2	50	65			1	需求人物等级	50							需求人物等级	50	1					50	225			60		60210	1101	1	101101	任意！雌火龙	0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	60	30	4011				60	80	60	80	250	400				
101103	1	1011	15	飞翔女武神	狩猎极限态雌火龙	极限态雌火龙	60213	21482;21451;21454;1594			贵族的侍从	我尊贵的主人啊，为了欣赏女武神的风姿一个人就进了森林。小人我身体单薄，实在不敢跟随，只好来拜托猎人们。别忘了带上龙属性的打击武器，对付那一位浑身煞气的女武神，其他武器只是白费力气，不要问我是怎么知道的。	3	120	120												需求人物等级	120						120	550			60		60213	1101	15			0	1	1	1	1.15	0	1	1	2	0.5	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	130	50					130	150	130	150	600	750				
101104	1	1011	26	精英！雌火龙	狩猎雌火龙	雌火龙	60210	19995;21454;21451;19998;1587		1587		翠绿鳞片包覆的飞龙，敬畏者称其为女王。	2	50	65			1	需求人物等级	50							需求人物等级	50	2					50	225			60		60210	1101	26			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	60	30	4011				60	80	60	80	250	400				
101105	1	1011	26	精英！烈焰女王	狩猎烈焰女王	烈焰女王	60218	19995;21454;21451;19998;1587		1587		翠绿鳞片包覆的飞龙，敬畏者称其为女王。	2	50	65			1	需求人物等级	50							需求人物等级	50	2					50	225			60		60218	1101	26			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	60	30	4011				60	80	60	80	250	400				
101106	1	1011	1	挑战！烈焰女王	狩猎烈焰女王	烈焰女王	60218	21114;21087;21454;19998;1587		1587		翠绿鳞片包覆的飞龙，敬畏者称其为女王。	1	100	100			1	需求人物等级	100							需求人物等级	100	1					90	425			60		60218	1101	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	110	50	4011				110	130	110	130	500	650		10952		
101107	1	1011	1	挑战！烈焰女王	狩猎烈焰女王	烈焰女王	60218	21115;21118;19995;19998;21454;21451		1587		翠绿鳞片包覆的飞龙，敬畏者称其为女王。	2	50	65			1	需求人物等级	50							需求人物等级	50	1					50	225			60		60218	1101	1	101106	任意！烈焰女王	0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	60	30	4011				60	80	60	80	250	400				
101108	1	1011	38	悸动！七夕的密会	狩猎任意数量大型目标	火龙;雌火龙;大怪鸟	60250;60210;60040	1480				又到了一年一度的七夕，祝有情人终成眷属。	2	50	75			1									需求人物等级	20										20		60250;60210;60040	1101	38	101106	任意！烈焰女王	0	1	1	1	0.8	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	60	30					60	80	60	80	250	400				
101109	1	1011	46	奇烈！雌火龙	狩猎雌火龙	雌火龙	60210	21478			西撒	雌火龙受到了不明辐射产生了变异，变得比原来更加强大更可怕了。	3	90	95			1	需求人物等级	90							需求人物等级	90						90	425			20		60210	1101	46			0	1	1.2	1.2	1.5	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	100	50		1			100	120	100	120	450	600				
101111	1	1011	1	试练！黑狼鸟	狩猎黑狼鸟	黑狼鸟	60190					凶暴且善于战斗的鸟龙种，经常模仿飞龙的战斗方式使其更难应对。	1	40	55												需求人物等级	9999										60		60190	1101	1	10111	任意！黑狼鸟	0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	4011													
101112	1	1011	1	挑战！黑狼鸟	狩猎黑狼鸟	黑狼鸟	60190					凶暴且善于战斗的鸟龙种，经常模仿飞龙的战斗方式使其更难应对。	2	40	55												需求人物等级	9999										60		60190	1101	1	10111	任意！黑狼鸟	0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	4011													
101113	1	1011	15	墓园的暴风雨	狩猎极限态黑狼鸟	极限态黑狼鸟	60192	21482;21451;21454;1594			唯唯诺诺的守陵人	守护陵寝十多年从来没有遇到这么恐怖的事，就在我打瞌睡的时候，一只极度疯狂的黑狼鸟进入了陵园喷吐火球。诸位贤王的安宁遭到了打扰，对我可是杀头的死罪啊！请您一定讨伐这只坏鸟，用上这把水属性的斩击武器。	3	120	120												需求人物等级	120						120	550			60		60192	1101	15			0	1	1	1	1.3	0	1	1	2	0.5	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	130	50					130	150	130	150	600	750				
101124	1	1011	26	精英！火龙	狩猎火龙	火龙	60250	19995;21454;21451;19998;1587		1587		覆盖着暗红色鳞片的雄性飞龙种。拥有强大的飞行能力，几乎统御着整片天空，被誉为“空之王者”。	2	50	65			1	需求人物等级	50							需求人物等级	50	2					50	225			60		60250	1101	26			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	60	30	4011				60	80	60	80	250	400				
101131	1	1011	1	挑战！电甲虫	狩猎电甲虫	电甲虫	60490	21114;21087;21454;19998;1587		1587		出没于山泽林地的珍稀甲虫种，个性敏感好斗。头尾分别聚集正负电荷，藉此操控雷电激荡之力。	1	90	90	1		1	需求人物等级	90							需求人物等级	90	1					80	375			60		60490	1101	1			0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	100	50	4211				100	120	100	120	450	600		10953		
101132	1	1011	1	挑战！电甲虫	狩猎电甲虫	电甲虫	60490	21115;21118;19995;19998;21454;21451		1587		出没于山泽林地的珍稀甲虫种，个性敏感好斗。头尾分别聚集正负电荷，藉此操控雷电激荡之力。	2	60	75			1	需求人物等级	60							需求人物等级	60	1					60	275			60		60490	1101	1	10113	任意！电甲虫	0	1	1	1	1	0	1	1	2	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	70	35	4211				70	90	70	90	300	450				
